1948, 6, 1
4271, 6, 1
4828, 6, 2
5330, 10, 2
1655, 6, 3
3443, 5, 3
3801, 6, 3
3801, 9, 3
5760, 6, 3
308, 10, 4
716, 9, 4
1458, 6, 4
2133, 1, 4
3224, 6, 4
3224, 9, 4
3581, 5, 4
4991, 6, 4
5347, 9, 4
5742, 10, 4
5798, 1, 4
6711, 6, 4
7277, 9, 4
635, 3, 5
1004, 1, 5
1105, 6, 5
1495, 5, 5
1753, 9, 5
2959, 6, 5
3157, 10, 5
3229, 1, 5
3592, 9, 5
4693, 3, 5
4777, 6, 5
5231, 1, 5
5413, 9, 5
6364, 5, 5
6626, 6, 5
243, 1, 6
331, 9, 6
414, 3, 6
649, 10, 6
1457, 6, 6
2116, 1, 6
2207, 9, 6
2775, 3, 6
3335, 6, 6
3976, 1, 6
4071, 9, 6
4096, 5, 6
4821, 3, 6
5092, 6, 6
5202, 10, 6
5739, 1, 6
5914, 9, 6
6658, 3, 6
6838, 6, 6
90, 1, 7
264, 9, 7
912, 3, 7
1046, 5, 7
1100, 6, 7
