48, 3, 1
48, 4, 1
48, 5, 1
48, 7, 1
48, 9, 1
49, 0, 1
50, 1, 1
50, 10, 1
51, 2, 1
51, 6, 1
51, 8, 1
64, 4, 1
64, 5, 1
65, 10, 1
66, 3, 1
67, 9, 1
69, 1, 1
70, 8, 1
72, 0, 1
74, 6, 1
76, 2, 1
76, 7, 1
134, 3, 1
134, 10, 1
135, 4, 1
136, 5, 1
137, 1, 1
137, 8, 1
137, 9, 1
138, 0, 1
138, 2, 1
138, 6, 1
138, 7, 1
143, 10, 1
144, 3, 1
144, 4, 1
146, 5, 1
146, 8, 1
147, 0, 1
147, 1, 1
147, 9, 1
148, 2, 1
148, 6, 1
148, 7, 1
151, 3, 1
151, 10, 1
152, 4, 1
153, 5, 1
153, 8, 1
154, 0, 1
154, 1, 1
154, 9, 1
155, 2, 1
155, 6, 1
155, 7, 1
158, 3, 1
158, 10, 1
159, 4, 1
160, 5, 1
160, 9, 1
161, 0, 1
161, 1, 1
161, 6, 1
161, 8, 1
162, 7, 1
163, 2, 1
164, 3, 1
165, 4, 1
165, 10, 1
166, 5, 1
166, 9, 1
167, 0, 1
167, 1, 1
167, 6, 1
167, 8, 1
168, 7, 1
169, 2, 1
170, 3, 1
171, 4, 1
171, 10, 1
172, 5, 1
172, 9, 1
174, 1, 1
175, 0, 1
175, 6, 1
175, 8, 1
177, 2, 1
177, 7, 1
178, 3, 1
179, 4, 1
180, 5, 1
180, 9, 1
180, 10, 1
181, 1, 1
182, 0, 1
182, 6, 1
182, 8, 1
184, 2, 1
184, 3, 1
184, 7, 1
186, 4, 1
186, 5, 1
187, 1, 1
187, 9, 1
187, 10, 1
188, 8, 1
189, 0, 1
189, 6, 1
190, 3, 1
190, 7, 1
191, 2, 1
192, 4, 1
193, 5, 1
193, 9, 1
193, 10, 1
194, 1, 1
195, 0, 1
195, 6, 1
195, 8, 1
196, 3, 1
196, 7, 1
197, 2, 1
198, 4, 1
199, 5, 1
199, 10, 1
200, 9, 1
201, 1, 1
201, 6, 1
202, 0, 1
202, 3, 1
202, 8, 1
203, 2, 1
204, 4, 1
204, 7, 1
205, 5, 1
205, 9, 1
205, 10, 1
207, 0, 1
207, 1, 1
207, 3, 1
207, 6, 1
207, 8, 1
209, 2, 1
209, 4, 1
210, 5, 1
210, 7, 1
211, 6, 1
211, 9, 1
211, 10, 1
212, 0, 1
212, 8, 1
213, 1, 1
213, 3, 1
216, 2, 1
216, 4, 1
216, 5, 1
217, 7, 1
218, 0, 1
218, 6, 1
218, 8, 1
218, 9, 1
218, 10, 1
220, 1, 1
220, 3, 1
223, 2, 1
224, 4, 1
224, 5, 1
225, 7, 1
225, 10, 1
226, 0, 1
226, 8, 1
226, 9, 1
227, 6, 1
228, 1, 1
229, 3, 1
230, 2, 1
233, 4, 1
233, 5, 1
233, 10, 1
234, 0, 1
234, 7, 1
234, 9, 1
235, 6, 1
235, 8, 1
238, 3, 1
239, 1, 1
243, 2, 1
248, 10, 1
252, 4, 1
253, 0, 1
253, 7, 1
254, 9, 1
255, 8, 1
256, 5, 1
256, 6, 1
260, 3, 1
261, 1, 1
267, 2, 1
268, 0, 1
268, 7, 1
268, 10, 1
269, 4, 1
269, 8, 1
269, 9, 1
270, 5, 1
270, 6, 1
272, 3, 1
274, 1, 1
276, 2, 1
278, 0, 1
278, 4, 1
278, 10, 1
279, 7, 1
279, 8, 1
279, 9, 1
280, 5, 1
281, 3, 1
282, 6, 1
283, 1, 1
285, 2, 1
286, 10, 1
287, 0, 1
287, 9, 1
288, 4, 1
288, 7, 1
288, 8, 1
289, 5, 1
290, 3, 1
290, 6, 1
292, 1, 1
292, 10, 1
293, 0, 1
293, 2, 1
294, 4, 1
294, 7, 1
294, 8, 1
294, 9, 1
296, 3, 1
296, 5, 1
296, 6, 1
297, 1, 1
297, 10, 1
298, 0, 1
298, 2, 1
298, 9, 1
299, 4, 1
299, 7, 1
299, 8, 1
301, 3, 1
301, 5, 1
301, 6, 1
303, 1, 1
303, 10, 1
304, 2, 1
304, 9, 1
305, 0, 1
305, 7, 1
305, 8, 1
306, 4, 1
307, 3, 1
307, 6, 1
309, 5, 1
310, 1, 1
310, 10, 1
311, 9, 1
312, 2, 1
313, 0, 1
313, 7, 1
313, 8, 1
314, 4, 1
315, 3, 1
315, 6, 1
317, 10, 1
318, 1, 1
318, 5, 1
319, 9, 1
320, 0, 1
320, 2, 1
320, 7, 1
320, 8, 1
321, 4, 1
322, 3, 1
322, 6, 1
323, 10, 1
324, 1, 1
324, 5, 1
325, 9, 1
326, 2, 1
326, 7, 1
326, 8, 1
327, 0, 1
327, 4, 1
329, 3, 1
329, 6, 1
330, 10, 1
331, 1, 1
331, 5, 1
332, 9, 1
333, 0, 1
333, 2, 1
333, 4, 1
333, 7, 1
334, 3, 1
334, 8, 1
335, 6, 1
336, 5, 1
336, 10, 1
337, 1, 1
338, 9, 1
339, 0, 1
339, 4, 1
339, 7, 1
340, 2, 1
340, 8, 1
341, 3, 1
342, 6, 1
342, 10, 1
343, 1, 1
343, 5, 1
344, 9, 1
345, 0, 1
345, 4, 1
345, 7, 1
345, 8, 1
346, 2, 1
346, 3, 1
347, 10, 1
348, 5, 1
348, 6, 1
349, 1, 1
349, 9, 1
350, 4, 1
350, 7, 1
350, 8, 1
351, 0, 1
351, 2, 1
351, 3, 1
352, 10, 1
354, 6, 1
355, 1, 1
355, 5, 1
355, 9, 1
356, 4, 1
356, 7, 1
357, 2, 1
357, 3, 1
357, 8, 1
357, 10, 1
358, 0, 1
359, 6, 1
361, 1, 1
361, 5, 1
361, 9, 1
362, 4, 1
362, 7, 1
364, 0, 1
364, 2, 1
364, 3, 1
364, 10, 1
365, 8, 1
367, 6, 1
368, 9, 1
369, 1, 1
369, 4, 1
370, 5, 1
370, 7, 1
371, 0, 1
371, 3, 1
371, 10, 1
372, 2, 1
372, 8, 1
373, 6, 1
375, 9, 1
377, 1, 1
379, 3, 1
379, 4, 1
379, 5, 1
379, 7, 1
380, 10, 1
381, 0, 1
381, 2, 1
381, 8, 1
383, 6, 1
383, 9, 1
386, 1, 1
387, 3, 1
387, 4, 1
387, 7, 1
388, 5, 1
388, 10, 1
389, 0, 1
389, 8, 1
390, 2, 1
391, 6, 1
391, 9, 1
395, 1, 1
395, 3, 1
395, 4, 1
397, 5, 1
397, 7, 1
397, 10, 1
398, 0, 1
398, 8, 1
400, 2, 1
400, 9, 1
401, 6, 1
404, 1, 1
404, 3, 1
405, 4, 1
406, 10, 1
407, 5, 1
407, 7, 1
407, 8, 1
408, 0, 1
410, 9, 1
412, 2, 1
412, 6, 1
415, 1, 1
415, 3, 1
416, 4, 1
416, 10, 1
418, 8, 1
419, 5, 1
419, 7, 1
420, 0, 1
420, 9, 1
424, 2, 1
424, 6, 1
430, 3, 1
430, 4, 1
431, 10, 1
436, 1, 1
441, 8, 1
449, 0, 1
460, 9, 1
465, 7, 1
482, 5, 1
485, 2, 1
485, 6, 1
486, 3, 1
487, 4, 1
487, 10, 1
489, 1, 1
491, 8, 1
492, 0, 1
493, 9, 1
494, 7, 1
495, 5, 1
497, 3, 1
497, 6, 1
498, 2, 1
498, 10, 1
499, 1, 1
499, 4, 1
500, 0, 1
501, 8, 1
502, 9, 1
504, 7, 1
505, 5, 1
507, 3, 1
507, 6, 1
507, 10, 1
508, 2, 1
509, 1, 1
509, 4, 1
510, 0, 1
510, 8, 1
512, 9, 1
514, 3, 1
514, 7, 1
515, 5, 1
515, 10, 1
516, 2, 1
516, 4, 1
516, 6, 1
517, 1, 1
518, 0, 1
518, 8, 1
520, 9, 1
521, 3, 1
521, 7, 1
522, 5, 1
522, 10, 1
523, 2, 1
523, 4, 1
523, 6, 1
524, 0, 1
524, 1, 1
525, 8, 1
526, 3, 1
526, 9, 1
527, 7, 1
527, 10, 1
528, 4, 1
528, 5, 1
529, 0, 1
529, 1, 1
529, 2, 1
529, 6, 1
531, 3, 1
531, 8, 1
531, 9, 1
532, 7, 1
532, 10, 1
534, 1, 1
534, 4, 1
534, 5, 1
535, 0, 1
535, 2, 1
535, 6, 1
536, 3, 1
537, 8, 1
537, 9, 1
538, 10, 1
539, 1, 1
539, 4, 1
539, 7, 1
540, 0, 1
540, 5, 1
541, 2, 1
541, 6, 1
542, 3, 1
542, 8, 1
542, 9, 1
543, 10, 1
545, 1, 1
545, 4, 1
545, 7, 1
546, 0, 1
547, 2, 1
547, 5, 1
547, 6, 1
547, 8, 1
547, 9, 1
548, 3, 1
548, 10, 1
550, 1, 1
550, 4, 1
550, 7, 1
551, 0, 1
552, 2, 1
552, 3, 1
552, 5, 1
552, 6, 1
552, 8, 1
552, 9, 1
553, 10, 1
554, 4, 1
555, 1, 1
555, 7, 1
556, 0, 1
556, 2, 1
556, 3, 1
556, 8, 1
556, 9, 1
557, 5, 1
557, 6, 1
557, 10, 1
559, 4, 1
560, 1, 1
560, 3, 1
560, 7, 1
560, 9, 1
561, 0, 1
561, 2, 1
561, 8, 1
562, 6, 1
562, 10, 1
563, 5, 1
564, 4, 1
565, 1, 1
565, 3, 1
565, 7, 1
565, 9, 1
566, 0, 1
566, 8, 1
567, 2, 1
567, 6, 1
567, 10, 1
569, 5, 1
570, 1, 1
570, 3, 1
570, 4, 1
570, 9, 1
571, 0, 1
571, 7, 1
571, 8, 1
572, 6, 1
572, 10, 1
573, 2, 1
574, 9, 1
575, 1, 1
575, 3, 1
575, 4, 1
575, 5, 1
575, 7, 1
576, 0, 1
576, 6, 1
576, 8, 1
576, 10, 1
579, 2, 1
579, 3, 1
579, 9, 1
580, 1, 1
580, 4, 1
580, 5, 1
580, 7, 1
581, 0, 1
581, 6, 1
581, 8, 1
581, 10, 1
